3337 4
start,apnea_state,end,source_file
84314,2,84324,27
84372,2,84384,27
84391,2,84404,27
84412,1,84425,27
84472,2,84488,27
84510,2,84523,27
84533,1,84545,27
84568,1,84585,27
84610,1,84625,27
84637,1,84651,27
84660,2,84675,27
84681,1,84699,27
84716,1,84729,27
84749,1,84764,27
84822,1,84835,27
84862,1,84876,27
84980,1,84995,27
85109,1,85122,27
85127,2,85140,27
85168,1,85179,27
85188,2,85198,27
85218,1,85234,27
85257,2,85267,27
85304,2,85319,27
85322,1,85334,27
85344,2,85359,27
85360,2,85370,27
85380,1,85394,27
85500,1,85513,27
85521,1,85535,27
85543,1,85558,27
85570,1,85583,27
85594,2,85605,27
85612,1,85628,27
85680,1,85693,27
85810,1,85826,27
2150,2,2166,27
2402,1,2415,27
2700,1,2713,27
2811,1,2826,27
2854,1,2871,27
3024,1,3038,27
3069,1,3083,27
3097,1,3113,27
3271,1,3284,27
3371,1,3385,27
3430,1,3441,27
3467,1,3480,27
3523,1,3538,27
3823,1,3837,27
3854,1,3869,27
3878,1,3892,27
4774,1,4792,27
4903,2,4921,27
4934,2,4952,27
4963,2,4976,27
4982,2,5004,27
5006,2,5019,27
5024,1,5041,27
5046,2,5062,27
5067,2,5085,27
5091,2,5108,27
5113,2,5127,27
5130,2,5149,27
5156,2,5166,27
5337,1,5354,27
5365,1,5380,27
5389,1,5405,27
5414,2,5429,27
5556,1,5569,27
5597,1,5611,27
5619,1,5631,27
5637,1,5653,27
5662,1,5675,27
5686,1,5699,27
5707,1,5724,27
5732,1,5750,27
5755,1,5769,27
5773,1,5788,27
5797,1,5815,27
5883,2,5902,27
5909,2,5929,27
5936,2,5957,27
5964,2,5979,27
5988,2,6005,27
6012,2,6029,27
6033,2,6044,27
6050,2,6067,27
6079,2,6098,27
6106,2,6125,27
6134,2,6153,27
6162,1,6181,27
6190,1,6205,27
6230,1,6245,27
6259,1,6272,27
6280,1,6293,27
6300,1,6314,27
6323,1,6338,27
6346,1,6362,27
6372,1,6390,27
6396,1,6411,27
6415,1,6430,27
6436,1,6451,27
6458,1,6471,27
6476,2,6491,27
6502,2,6521,27
6528,2,6543,27
6548,1,6563,27
6568,2,6584,27
6589,1,6606,27
6637,1,6654,27
6662,1,6675,27
6680,2,6693,27
6702,2,6717,27
6724,2,6743,27
6751,2,6772,27
6782,2,6802,27
6811,1,6831,27
6852,1,6866,27
6871,1,6890,27
6959,2,6974,27
6983,2,6997,27
7003,2,7019,27
7038,2,7054,27
7062,2,7082,27
7089,2,7105,27
7113,2,7129,27
7137,2,7156,27
7198,2,7214,27
7234,2,7246,27
7257,2,7270,27
7275,2,7290,27
7303,2,7318,27
7332,2,7358,27
7372,2,7400,27
7407,2,7423,27
7433,2,7447,27
7455,2,7470,27
7482,2,7495,27
7506,1,7519,27
7530,1,7544,27
7587,2,7604,27
7612,2,7627,27
7634,2,7649,27
7660,2,7679,27
7685,2,7700,27
7707,2,7725,27
7734,2,7752,27
7790,2,7802,27
7810,1,7824,27
7833,1,7848,27
7857,1,7872,27
7880,2,7896,27
7906,1,7922,27
8030,2,8045,27
8051,1,8066,27
8070,2,8083,27
8095,1,8109,27
8111,1,8124,27
8129,1,8144,27
8155,2,8170,27
8181,1,8197,27
8206,2,8229,27
8280,1,8298,27
8413,1,8430,27
8458,1,8473,27
8478,1,8493,27
8498,1,8513,27
8520,1,8535,27
8540,1,8553,27
8574,1,8591,27
8597,1,8612,27
8616,1,8631,27
8639,1,8651,27
8668,2,8679,27
8687,2,8704,27
8712,2,8729,27
8740,1,8755,27
8766,2,8782,27
8793,1,8812,27
8820,1,8834,27
8843,1,8862,27
8863,1,8879,27
8884,1,8902,27
8908,2,8923,27
8932,1,8944,27
8953,1,8969,27
8978,2,8995,27
9002,2,9017,27
9023,1,9039,27
9042,1,9057,27
9063,1,9079,27
9083,1,9100,27
9108,1,9123,27
9130,1,9146,27
9175,1,9191,27
9203,1,9217,27
9222,2,9238,27
9244,2,9259,27
9264,1,9279,27
9292,2,9310,27
9320,1,9338,27
9347,2,9364,27
9369,1,9384,27
9392,2,9408,27
9415,2,9431,27
9438,2,9452,27
9460,1,9473,27
9489,2,9503,27
9512,2,9530,27
9542,2,9559,27
9570,2,9590,27
9598,2,9613,27
9616,2,9631,27
9639,2,9664,27
9672,2,9690,27
9698,2,9713,27
9719,2,9734,27
9737,1,9754,27
9768,1,9785,27
9794,2,9813,27
9818,1,9832,27
9840,2,9862,27
9905,2,9919,27
9926,2,9949,27
9957,2,9974,27
9985,2,10000,27
10001,2,10019,27
10028,2,10048,27
10065,1,10097,27
10112,2,10133,27
10146,2,10175,27
10198,2,10224,27
10292,1,10310,27
10344,1,10365,27
10375,1,10393,27
10409,1,10429,27
10516,1,10528,27
10754,2,10776,27
10856,2,10878,27
11018,1,11038,27
11052,1,11073,27
11081,1,11104,27
11115,1,11136,27
11148,1,11162,27
11170,1,11186,27
11192,1,11206,27
11217,1,11230,27
11235,1,11249,27
11257,1,11272,27
11276,1,11291,27
11298,1,11313,27
11326,1,11342,27
11352,1,11367,27
11375,1,11393,27
11407,2,11427,27
11436,2,11448,27
11669,1,11682,27
11872,2,11895,27
12572,3,12582,27
12615,2,12630,27
12640,2,12656,27
12668,2,12682,27
12688,2,12700,27
13543,1,13559,27
13901,1,13921,27
14308,2,14319,27
14470,1,14489,27
15272,1,15291,27
15334,1,15348,27
15490,1,15506,27
15523,1,15539,27
15552,1,15567,27
15649,1,15665,27
15696,1,15711,27
15971,1,15992,27
16018,1,16042,27
16078,1,16093,27
16522,1,16540,27
16610,2,16624,27
16943,2,16953,27
17035,1,17050,27
17068,2,17081,27
17087,2,17111,27
17122,1,17141,27
17149,1,17164,27
17215,2,17231,27
17578,2,17593,27
17605,2,17616,27
17629,2,17640,27
17805,1,17818,27
18680,2,18694,27
18700,1,18719,27
18842,1,18856,27
18868,1,18885,27
18927,1,18940,27
18993,2,19007,27
19015,2,19027,27
19034,2,19048,27
19059,1,19077,27
19114,1,19129,27
19138,1,19156,27
19191,1,19205,27
19244,1,19260,27
19501,1,19520,27
19637,1,19658,27
19888,1,19901,27
19958,1,19978,27
20017,1,20036,27
20298,1,20318,27
20419,2,20446,27
20447,1,20461,27
20636,1,20653,27
20711,1,20725,27
20808,1,20821,27
20835,2,20846,27
20856,2,20868,27
20884,2,20895,27
20908,1,20924,27
20945,1,20963,27
21004,1,21025,27
21276,1,21290,27
21382,2,21392,27
21400,2,21415,27
21565,1,21581,27
21595,2,21606,27
21927,2,21941,27
21950,2,21964,27
21972,2,21986,27
21999,1,22017,27
22023,1,22038,27
22060,2,22073,27
22087,2,22100,27
22114,1,22131,27
22153,2,22164,27
3986,1,4006,28
4029,1,4050,28
4165,2,4181,28
4205,1,4220,28
4233,1,4250,28
4263,1,4283,28
4331,1,4352,28
4379,1,4396,28
4398,1,4408,28
4429,1,4440,28
4449,1,4468,28
4477,1,4492,28
4504,2,4530,28
4550,1,4578,28
4615,2,4631,28
4645,2,4664,28
4690,2,4705,28
4717,1,4739,28
4832,1,4852,28
4862,2,4887,28
4901,1,4929,28
4941,1,4959,28
4967,1,4985,28
4999,1,5029,28
5149,1,5175,28
5192,1,5219,28
5279,1,5305,28
5316,1,5335,28
5383,1,5401,28
5415,1,5431,28
5447,1,5469,28
5491,1,5511,28
5526,1,5559,28
5567,1,5585,28
5614,2,5624,28
5634,1,5660,28
5732,1,5755,28
5768,1,5798,28
5816,1,5840,28
5855,1,5877,28
5895,1,5909,28
5960,1,5985,28
5998,1,6026,28
6044,1,6075,28
6081,1,6109,28
6136,1,6172,28
6192,2,6224,28
6238,2,6250,28
6258,1,6287,28
6309,2,6332,28
6435,2,6447,28
6476,2,6490,28
6574,1,6590,28
6607,1,6626,28
6731,2,6747,28
7211,2,7230,28
7249,1,7267,28
7389,1,7406,28
7413,1,7436,28
7453,1,7468,28
7477,1,7497,28
7512,1,7527,28
7572,1,7598,28
7850,1,7869,28
7921,1,7945,28
7962,1,7979,28
8112,1,8136,28
8152,1,8176,28
8226,1,8244,28
8287,1,8306,28
8464,1,8488,28
8504,1,8516,28
8568,1,8588,28
8654,1,8673,28
8685,1,8709,28
8724,1,8740,28
8765,1,8785,28
8807,1,8827,28
8838,1,8863,28
8882,1,8905,28
9071,1,9095,28
9172,1,9192,28
9301,1,9325,28
9344,1,9373,28
9399,1,9423,28
9538,1,9560,28
9637,1,9659,28
9722,1,9749,28
10196,2,10214,28
10231,2,10250,28
10266,2,10284,28
10344,2,10369,28
10494,2,10515,28
10526,1,10550,28
10598,2,10622,28
10652,2,10669,28
10687,1,10702,28
10726,2,10738,28
10753,1,10767,28
10790,2,10806,28
10819,1,10837,28
10845,1,10868,28
10875,3,10882,28
10884,1,10912,28
10929,1,10959,28
10977,1,11009,28
11025,1,11059,28
11070,1,11099,28
11117,1,11139,28
11141,1,11165,28
11184,1,11198,28
11213,1,11233,28
11249,1,11278,28
11299,1,11321,28
11337,1,11375,28
11398,2,11425,28
11438,1,11479,28
11494,1,11518,28
11536,1,11570,28
11584,1,11604,28
11620,1,11634,28
11841,2,11854,28
11897,2,11907,28
11928,1,11962,28
11977,1,11998,28
12030,1,12047,28
12292,2,12310,28
12325,1,12352,28
12384,1,12404,28
12725,1,12747,28
12781,1,12799,28
13222,1,13245,28
13376,1,13397,28
13418,1,13449,28
13638,2,13649,28
14033,2,14046,28
14071,1,14089,28
14118,1,14141,28
14151,1,14185,28
14820,1,14841,28
14865,1,14891,28
14913,1,14931,28
14956,1,14978,28
15004,1,15026,28
15041,1,15074,28
15099,1,15140,28
15161,1,15199,28
15226,2,15248,28
15331,1,15341,28
15588,2,15598,28
15824,1,15845,28
15876,1,15896,28
15932,2,15942,28
15981,1,15998,28
16012,1,16033,28
16045,1,16065,28
16087,2,16100,28
16170,1,16192,28
16207,1,16231,28
16258,1,16276,28
16288,1,16304,28
16328,1,16356,28
16375,2,16389,28
16402,1,16429,28
16449,1,16479,28
16493,1,16520,28
16544,1,16569,28
16586,2,16618,28
16624,1,16645,28
16655,1,16689,28
16719,2,16729,28
16928,1,16939,28
17312,1,17333,28
17388,2,17398,28
17534,2,17549,28
17693,2,17707,28
18270,1,18285,28
18315,1,18337,28
18381,2,18393,28
19849,1,19866,28
19926,1,19942,28
20020,1,20036,28
21731,2,21741,28
21862,1,21880,28
21955,2,21966,28
22128,1,22144,28
22158,1,22180,28
22192,1,22216,28
22229,1,22257,28
22264,1,22281,28
22457,2,22472,28
22506,2,22519,28
22557,2,22568,28
22587,1,22613,28
22815,2,22828,28
23059,2,23073,28
23092,2,23105,28
23157,2,23176,28
23255,2,23270,28
